Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident
437,4,0,1,4,2,2,0,3,6,3,7,4,5,1,0,0,3,2,8,3,4,2,2,0,2,2,0,2,5,9
437,4,0,1,2,2,2,5,3,6,2,7,4,5,1,0,0,3,2,8,3,4,2,1,0,3,2,0,2,5,10
437,4,0,1,4,0,2,0,3,6,2,1,4,5,1,0,0,3,2,8,3,4,2,1,0,1,2,0,2,5,12
64,1,1,1,4,0,1,5,3,6,2,2,4,5,3,0,0,3,2,8,2,1,3,2,0,0,2,0,2,5,17
64,1,3,1,1,0,2,5,2,0,2,1,7,5,3,0,0,3,2,8,2,1,2,0,1,4,2,0,2,5,0
1067,1,2,1,4,0,1,5,3,2,2,12,7,5,7,0,0,3,2,2,2,2,2,3,2,5,3,7,5,5,10
1067,1,1,1,4,0,4,10,3,6,2,2,0,5,7,0,0,3,2,6,2,2,2,3,2,5,3,0,2,5,9
428,4,2,1,1,0,1,0,3,2,3,6,6,5,3,0,0,3,2,8,2,1,2,0,0,1,2,7,5,5,12
428,4,1,1,4,0,1,7,3,1,3,9,1,3,3,0,0,3,2,1,2,1,2,3,2,5,3,0,2,5,12
257,6,4,1,4,0,1,7,3,6,2,7,1,5,7,0,0,3,2,8,2,1,2,1,0,3,2,0,2,5,10
257,6,1,1,4,0,2,7,3,6,2,7,4,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,10
675,2,1,1,4,0,2,0,0,0,2,4,1,5,7,0,0,3,2,1,1,1,2,0,1,4,2,7,5,5,16
556,2,0,1,4,0,6,7,0,0,2,2,7,3,0,0,0,3,2,1,3,1,2,1,0,4,2,7,5,5,5
556,2,2,1,4,2,2,5,1,0,2,6,7,5,0,0,0,3,2,8,3,1,2,1,0,0,2,0,2,5,1
556,2,1,1,4,0,1,9,3,5,2,6,4,5,0,3,0,3,2,8,3,1,2,0,1,4,2,0,2,5,0
585,6,0,1,4,0,4,5,3,6,3,6,0,5,1,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,3
585,6,2,1,4,0,0,9,3,1,3,7,2,5,1,0,0,3,2,8,2,1,4,3,2,5,3,0,2,5,9
824,2,3,1,4,0,4,5,3,6,3,6,4,5,1,0,3,0,2,8,1,2,2,0,0,0,2,3,2,5,9
824,2,3,1,4,0,3,7,3,6,2,7,0,5,1,0,3,0,2,2,1,2,2,0,1,0,2,3,2,5,1
200,4,4,0,4,0,4,5,3,3,2,4,2,5,7,2,0,3,7,8,2,1,2,3,2,5,3,0,2,5,12
200,4,0,1,4,0,1,17,3,6,2,9,7,5,7,0,0,3,7,8,2,1,2,0,1,0,2,7,5,5,2
925,5,2,1,4,0,0,11,3,6,2,7,2,5,0,0,0,3,2,8,2,1,2,3,2,5,3,7,5,5,5
925,5,0,1,1,0,2,5,3,2,3,7,1,5,0,5,0,3,2,8,2,1,2,3,2,5,3,7,5,5,1
129,3,0,1,4,2,4,7,3,0,2,7,1,5,1,3,0,3,2,8,2,3,2,0,0,0,2,0,2,5,3
129,3,0,1,4,0,4,7,3,6,3,7,4,5,1,0,0,3,2,8,2,3,4,0,1,0,2,7,2,5,10
129,3,0,1,6,0,4,0,4,6,3,7,2,5,1,5,0,3,2,8,2,3,2,3,2,5,3,0,2,5,0
129,3,0,1,4,0,0,5,0,4,2,9,7,3,1,0,0,3,2,8,2,3,2,2,0,0,2,0,2,5,10
718,1,0,1,1,2,2,8,3,6,2,6,2,5,7,2,0,0,2,8,2,1,2,3,2,5,3,7,5,5,10
718,1,0,1,4,0,1,0,3,6,3,6,2,5,7,0,0,0,2,8,2,1,2,0,1,0,2,3,2,5,7
776,1,4,1,4,2,4,17,3,5,2,7,2,5,7,0,0,0,2,8,2,1,2,3,2,5,3,0,2,5,16
776,1,0,1,6,0,2,7,3,3,2,7,1,5,7,0,0,0,2,8,2,1,2,1,0,0,2,0,2,5,3
972,5,4,1,6,0,2,0,3,6,2,6,2,5,7,0,0,3,2,8,4,2,2,3,2,5,3,0,2,5,5
972,5,0,1,4,0,2,14,3,1,3,6,4,5,7,0,0,3,2,8,4,2,2,3,2,5,3,0,2,5,9
972,5,0,1,4,0,1,7,3,6,2,7,2,5,7,2,0,3,2,8,4,2,2,0,1,0,2,0,2,5,17
972,5,1,1,4,0,3,17,3,6,2,7,2,5,7,0,0,3,2,2,4,2,3,2,1,1,2,0,2,5,5
449,4,4,1,4,0,2,12,0,5,3,9,2,5,7,0,0,3,2,8,2,1,2,1,1,4,2,0,2,5,1
449,4,3,1,4,0,3,17,3,0,2,7,4,5,7,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,0
1003,4,2,1,4,0,1,7,3,6,2,6,4,5,1,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,10
1003,4,1,1,4,0,4,5,3,1,2,6,4,5,1,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,10
101,0,2,1,4,0,4,5,4,6,3,7,4,5,0,0,0,3,2,1,2,1,3,0,1,0,2,7,5,5,12
101,0,1,1,4,2,2,5,3,5,3,7,6,5,0,0,0,3,2,8,2,1,2,1,1,1,2,3,2,5,9
193,0,0,1,4,0,1,14,3,3,3,7,4,5,3,0,0,3,2,8,2,2,4,1,1,1,2,3,2,5,9
193,0,1,1,1,0,4,5,3,6,2,6,6,5,3,0,0,3,2,8,2,2,4,3,2,5,3,0,2,5,7
790,3,0,1,4,0,1,0,3,3,2,6,2,5,7,0,0,0,2,8,2,1,2,1,0,1,2,0,2,5,0
790,3,0,1,4,0,2,0,3,6,2,7,2,3,7,0,0,0,2,8,2,1,2,0,1,1,2,3,2,5,0
360,4,1,1,2,0,3,8,3,3,2,2,7,5,1,2,0,3,2,8,1,1,2,3,2,5,3,3,2,5,12
321,1,3,1,2,0,3,15,0,6,2,4,4,5,1,0,0,3,2,8,1,2,2,0,1,1,1,7,5,5,1
321,1,3,1,4,0,2,17,1,1,3,7,4,5,1,0,0,3,2,8,1,2,4,0,1,1,2,1,2,5,1
452,2,4,1,1,0,0,0,3,2,2,7,2,5,7,0,0,3,2,1,2,1,2,3,2,5,3,7,5,5,3
452,2,0,1,1,0,2,17,3,0,3,6,4,7,7,0,0,3,2,8,2,1,1,0,1,1,2,7,5,5,0
516,2,0,1,4,0,2,3,3,5,2,7,1,5,1,4,0,3,2,8,1,1,2,0,0,1,2,7,5,5,1
276,6,2,1,4,0,0,9,3,5,2,1,4,3,0,3,0,3,2,8,2,1,2,3,2,5,3,0,2,5,5
276,6,0,1,4,2,2,8,0,5,2,7,2,3,0,3,0,3,2,8,2,1,2,0,1,1,2,0,2,5,3
256,4,0,1,2,2,3,17,0,2,2,2,2,5,7,0,0,3,3,2,2,1,2,2,0,2,2,0,2,5,10
256,4,0,1,7,2,4,7,3,6,3,9,4,5,7,0,0,3,3,8,2,1,2,0,1,1,2,0,2,5,12
441,4,4,0,6,2,2,5,3,2,2,6,2,9,7,2,0,3,2,8,2,1,2,3,2,5,3,0,2,5,12
441,4,0,1,0,0,3,0,3,1,2,7,2,5,7,0,0,3,2,8,2,1,3,3,2,5,3,3,2,5,12
145,5,1,1,2,0,4,8,0,1,3,6,4,5,7,0,0,3,2,8,2,1,2,0,1,0,2,3,2,5,0
145,5,0,1,4,0,0,5,3,6,3,6,7,5,7,0,0,3,2,8,2,1,4,3,2,5,3,3,2,5,9
343,0,2,1,4,0,3,5,3,6,2,7,1,0,7,0,0,3,2,8,2,1,2,0,1,1,2,3,2,5,3
343,0,1,1,4,2,3,3,3,6,2,9,4,5,7,2,0,3,2,8,2,1,2,3,2,5,3,7,5,5,5
739,5,1,1,4,0,3,11,3,6,2,1,1,5,1,0,0,0,2,2,7,1,2,3,2,5,3,3,2,5,1
739,5,4,0,4,0,5,11,3,6,2,2,4,5,1,0,0,0,2,8,7,1,2,3,2,5,3,3,2,5,12
739,5,4,1,4,0,0,0,3,6,2,7,1,5,1,0,0,0,2,8,7,1,13,1,1,0,2,3,2,5,1
739,5,4,1,3,2,0,0,3,6,2,7,4,5,1,0,0,0,2,8,7,1,3,3,2,5,3,0,2,5,4
739,5,4,1,4,2,4,0,3,5,2,7,2,5,1,0,0,0,2,8,7,1,13,2,0,3,1,7,5,1,9
739,5,4,1,4,2,0,7,0,6,2,9,7,5,1,0,0,0,2,6,7,1,2,2,0,0,2,0,2,6,12
739,5,4,0,4,2,1,9,3,3,2,12,7,5,1,0,0,0,2,8,7,1,2,2,1,0,2,0,2,5,10
511,1,0,1,5,2,2,0,3,3,2,2,2,5,3,0,0,3,2,8,2,2,13,0,1,1,2,3,2,5,3
511,1,2,1,5,2,3,14,3,3,2,7,7,5,3,0,0,3,2,2,2,2,2,3,2,5,3,0,2,5,0
360,5,1,1,4,2,1,0,3,4,3,7,2,5,1,0,0,3,2,8,3,1,2,0,1,0,2,0,2,5,12
360,5,1,1,1,2,3,0,3,1,3,6,4,5,1,2,0,3,2,8,3,1,2,0,1,0,2,7,5,5,12
360,5,4,1,6,2,2,0,3,1,3,6,2,5,1,0,0,3,2,8,3,1,2,0,1,4,2,0,2,5,10
518,0,4,1,7,2,6,17,3,1,2,7,4,5,0,0,0,3,2,2,2,1,2,2,0,3,2,0,2,5,4
518,0,3,1,4,2,2,17,3,4,2,3,4,5,0,0,0,3,2,2,2,1,2,0,1,1,2,0,2,5,3
982,1,0,1,4,2,4,8,3,1,3,7,4,5,1,0,0,3,2,8,2,1,2,2,1,1,2,0,2,5,3
982,1,0,1,4,2,1,16,3,6,3,7,2,5,1,2,0,3,2,8,2,1,4,3,2,5,3,0,2,5,1
165,4,1,1,1,0,1,8,3,6,3,7,4,5,1,0,0,3,2,2,2,2,2,0,0,1,2,3,2,5,3
165,4,1,1,4,0,1,7,4,6,3,7,0,5,1,0,0,3,2,2,2,2,2,0,1,3,2,7,5,5,0
453,0,4,1,4,0,1,14,0,6,2,7,2,6,1,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,3
453,0,0,1,4,0,2,8,3,3,2,3,2,5,1,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,3
309,2,4,1,4,0,2,5,4,3,2,7,2,5,7,0,0,3,2,8,2,2,2,3,2,5,3,7,5,5,5
309,2,0,1,4,0,3,5,3,6,2,7,1,5,7,0,0,3,2,2,2,2,2,3,2,5,3,7,5,5,3
309,2,0,1,1,0,2,0,3,1,2,7,2,6,7,0,0,3,2,8,2,2,3,0,1,1,2,0,2,5,10
491,0,4,1,4,0,2,0,3,6,3,6,2,5,5,0,0,3,2,3,1,1,2,0,0,0,2,0,2,5,3
194,5,0,1,4,0,3,8,3,5,3,9,2,5,3,4,0,3,2,8,3,1,2,0,1,3,2,0,2,5,4
194,5,1,1,1,2,6,8,3,1,2,7,2,5,3,0,0,3,2,2,3,1,2,3,2,5,3,3,2,5,16
194,5,2,1,4,2,2,5,3,5,3,9,2,5,3,0,0,3,2,8,3,1,2,0,1,4,2,0,2,5,10
194,5,1,1,4,0,2,9,3,5,3,7,4,5,3,0,0,3,2,8,3,1,2,3,2,5,3,3,2,5,3
194,5,1,1,4,0,4,7,3,1,3,9,0,5,3,0,0,3,2,8,3,1,2,0,1,0,2,0,2,5,12
374,6,4,1,7,4,6,14,3,6,3,6,2,5,1,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,12
374,6,0,1,4,0,2,0,3,2,3,6,2,6,1,0,0,3,2,8,2,1,1,0,1,0,1,7,5,5,12
736,2,0,1,4,0,2,0,3,5,3,6,0,5,7,0,0,0,2,3,2,1,2,3,2,5,3,7,5,5,12
736,2,1,1,4,0,3,5,3,6,3,1,2,5,7,2,0,0,2,3,2,1,2,1,1,3,2,3,2,5,10
917,0,4,1,2,0,3,14,3,6,3,7,2,5,7,0,0,3,2,0,2,1,9,2,1,4,2,0,2,5,9
917,0,3,1,4,0,3,5,3,6,3,7,7,5,7,0,0,3,2,0,2,1,3,0,1,4,2,0,2,5,10
326,5,3,1,4,0,3,11,3,2,3,7,2,5,0,0,0,3,2,0,2,1,2,3,2,5,3,3,2,5,0
326,5,3,1,4,0,3,0,3,6,3,7,0,5,0,0,0,3,2,0,2,1,3,3,2,5,3,0,2,5,0
198,4,4,1,4,0,3,0,3,1,2,7,4,7,1,0,0,3,2,0,2,1,2,0,1,0,2,0,2,5,11
198,4,0,1,4,0,2,0,3,1,2,6,2,5,1,0,0,3,2,0,2,1,13,3,2,5,3,7,2,5,9
749,2,4,0,4,0,1,17,3,3,2,6,2,5,1,0,0,0,2,0,1,1,2,0,1,1,2,0,2,5,0
703,3,2,1,4,0,4,5,3,5,2,6,1,5,7,0,0,0,2,0,2,1,13,2,0,1,2,3,2,5,10
703,3,0,1,4,0,4,5,3,3,2,9,0,5,7,0,0,0,2,0,2,1,2,2,0,0,2,3,2,5,12
317,2,0,1,4,0,1,0,0,4,2,1,2,5,7,0,0,3,2,0,2,1,13,0,1,1,2,7,2,5,1
317,2,0,1,1,0,4,14,3,5,2,2,0,5,7,0,0,3,2,0,2,1,2,3,2,5,3,3,2,5,10
1010,0,2,1,4,0,4,9,3,5,2,6,4,5,1,0,0,3,2,0,2,1,2,2,0,0,2,0,2,5,10
1010,0,3,1,4,0,6,9,3,5,2,7,2,5,1,0,0,3,2,5,2,1,2,3,2,5,3,0,2,5,7
63,0,0,1,7,0,2,0,3,6,3,9,7,3,7,0,0,3,2,6,2,2,2,0,1,1,2,7,2,5,11
63,0,0,1,6,0,4,9,3,6,2,12,7,5,7,0,0,3,2,0,2,2,2,2,0,0,2,0,2,5,0
637,4,0,1,4,0,4,9,3,0,2,6,2,5,3,2,0,3,2,6,2,3,4,2,1,4,2,0,2,6,10
637,4,1,1,4,0,0,5,3,3,2,7,7,5,3,0,0,3,2,0,2,3,4,3,2,5,3,0,2,5,3
637,4,1,1,1,0,3,0,3,5,2,7,2,5,3,5,0,3,2,0,2,3,2,0,0,1,2,3,2,5,10
369,3,0,1,1,0,3,5,1,1,3,6,2,7,1,0,0,3,2,8,4,1,2,2,1,0,1,0,2,1,1
369,3,2,1,1,0,4,17,3,6,3,6,2,5,1,0,0,3,2,4,4,1,1,3,2,5,3,0,2,5,16
369,3,4,1,2,0,1,0,3,2,3,7,4,5,1,0,0,3,2,3,4,1,2,0,1,0,2,7,2,5,3
369,3,4,1,4,0,1,14,3,2,2,6,2,5,1,0,0,3,2,3,4,1,2,0,1,3,1,0,2,5,9
388,5,4,1,0,0,3,17,3,1,2,4,2,5,7,0,0,3,2,6,3,1,2,3,2,5,3,7,5,5,10
388,5,4,0,4,0,1,17,3,5,2,6,4,5,7,0,0,3,2,0,3,1,2,3,2,5,3,7,5,5,16
388,5,1,1,4,0,1,0,3,6,3,7,4,5,7,0,0,3,2,0,3,1,2,3,2,5,3,7,5,5,3
651,5,1,1,2,0,0,14,3,3,3,7,2,5,1,0,3,3,4,4,1,1,1,3,2,5,3,3,2,5,3
121,1,1,1,4,0,2,0,3,5,3,6,2,5,4,0,3,3,4,3,1,1,2,0,0,0,2,3,2,5,9
1016,6,1,1,4,0,4,7,4,6,3,2,6,5,1,3,3,3,3,0,3,2,2,3,2,5,3,0,2,5,3
1016,6,1,1,4,0,4,7,3,6,3,6,7,5,1,0,3,3,3,0,3,2,4,0,0,0,2,3,2,5,4
1016,6,1,1,1,0,6,0,3,6,3,9,7,5,1,0,3,3,3,1,3,2,2,3,2,5,3,0,2,5,0
408,4,0,1,4,0,4,5,3,5,2,1,2,5,4,0,0,3,2,8,2,1,2,0,0,1,2,3,2,5,10
408,4,0,1,4,0,0,5,0,2,3,7,7,5,4,0,0,3,2,8,2,1,2,3,2,5,3,1,2,5,10
646,2,0,1,1,0,1,5,3,5,2,2,4,5,1,0,0,3,2,1,4,3,2,0,1,2,2,0,2,5,1
646,2,0,1,2,0,0,0,3,5,2,7,1,5,1,0,0,3,2,8,4,3,2,0,1,0,2,0,2,5,5
646,2,0,1,4,0,2,0,3,3,2,7,2,5,1,0,0,3,2,2,4,3,7,3,2,5,3,0,2,5,1
646,2,4,1,4,0,4,10,3,2,3,2,4,5,1,0,0,3,2,8,4,3,4,0,1,0,2,0,2,5,0
646,2,4,1,2,0,3,10,3,5,3,6,2,6,1,0,0,3,2,8,4,3,2,3,2,5,3,0,2,5,9
1054,5,0,1,1,2,2,5,3,5,3,6,0,5,1,0,3,3,3,8,2,1,2,3,2,5,3,0,2,5,10
1054,5,1,1,1,0,4,5,1,2,2,2,2,5,1,0,3,3,3,6,2,1,2,0,1,1,2,3,2,5,1
261,6,0,1,4,0,2,9,1,1,2,7,4,7,1,0,0,3,2,8,1,1,2,2,0,4,2,3,2,5,9
295,4,4,1,1,2,2,7,3,5,2,7,4,5,7,0,0,3,2,8,3,1,2,2,0,3,2,3,2,5,10
295,4,1,1,4,0,1,5,3,5,2,2,4,5,7,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,4
295,4,2,1,4,0,3,0,3,2,2,4,2,6,7,0,0,3,2,1,3,1,2,0,1,1,2,7,2,5,4
614,3,4,0,4,0,2,7,3,5,2,6,4,5,1,0,0,0,2,8,1,1,2,2,1,3,1,7,2,5,9
743,2,0,1,2,0,0,6,3,5,2,12,4,5,1,0,0,0,2,2,2,4,2,0,1,4,2,3,2,5,9
743,2,0,1,1,0,2,0,3,5,2,7,4,5,1,4,0,0,2,8,2,4,3,2,0,0,2,0,2,5,16
743,2,0,1,1,0,1,0,3,5,2,2,1,5,1,0,0,0,2,6,2,4,3,0,1,0,2,1,2,5,3
743,2,0,1,4,0,4,5,3,5,2,6,4,5,1,0,0,0,2,8,2,4,9,0,1,1,2,2,2,5,0
676,0,1,1,4,0,4,0,3,5,2,7,7,3,1,0,0,0,2,8,4,1,4,3,2,5,3,0,2,5,5
676,0,4,0,4,0,2,11,3,1,2,7,7,5,1,0,0,0,2,8,4,1,4,0,1,0,2,0,2,5,10
676,0,4,0,4,2,2,5,3,5,3,7,2,5,1,0,0,0,2,8,4,1,2,0,1,0,2,0,2,5,9
676,0,4,0,1,0,0,11,3,1,3,7,1,5,1,0,0,0,2,8,4,1,2,3,2,5,3,7,2,5,0
1065,2,1,1,4,0,6,5,3,3,2,2,2,6,1,0,0,3,2,2,2,1,4,0,1,3,2,1,2,5,1
1065,2,2,1,1,0,3,5,0,1,2,9,2,5,1,0,0,3,2,8,2,1,4,3,2,5,3,7,2,5,10
687,4,3,1,4,2,0,5,3,1,2,6,2,6,1,0,0,0,3,8,2,1,2,3,2,5,3,7,2,5,2
687,4,4,1,7,4,6,9,3,1,2,7,2,5,1,0,0,0,3,2,2,1,7,0,1,4,1,7,2,5,1
406,3,4,1,4,0,3,9,3,1,2,6,2,6,0,2,0,3,2,2,2,1,4,0,1,1,2,7,5,5,12
406,3,1,1,1,2,1,14,3,1,2,7,2,5,0,0,0,3,2,8,2,1,9,3,2,5,3,0,2,5,10
345,4,0,1,4,0,2,5,3,0,2,2,4,5,1,5,0,3,2,8,1,1,2,0,1,0,2,3,2,5,18
19,6,0,1,4,0,4,0,3,5,2,6,2,5,1,5,0,0,2,8,2,2,2,3,2,5,3,7,5,5,10
19,6,3,1,4,0,2,8,3,5,2,7,2,5,1,0,0,0,2,8,2,2,2,2,0,0,2,0,2,5,1
19,6,3,1,2,0,3,0,3,5,2,7,2,5,1,2,0,0,2,2,2,2,2,0,1,1,2,0,2,5,10
624,1,0,1,4,0,2,10,3,3,3,12,2,5,0,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,0
624,1,3,1,1,0,0,11,3,5,2,2,0,6,0,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,3
971,1,0,1,4,0,6,14,3,5,3,12,4,5,1,2,3,3,4,8,1,1,2,0,1,0,2,3,2,5,1
623,6,2,1,1,0,0,17,3,1,2,9,0,5,1,0,0,3,2,8,2,1,2,1,0,1,2,7,5,5,12
623,6,0,1,4,2,0,5,4,6,3,6,2,5,1,0,0,3,2,8,2,1,2,1,0,1,2,7,5,5,10
655,2,3,1,0,2,0,14,3,5,3,6,4,5,3,0,0,3,2,8,2,1,4,3,2,5,3,0,2,5,11
655,2,4,1,4,2,2,5,0,2,2,2,2,5,3,0,0,3,2,2,2,1,2,0,1,1,2,0,2,5,11
946,4,3,1,4,0,2,9,3,1,3,9,4,5,1,0,0,3,2,8,2,2,2,0,1,0,2,7,5,5,12
946,4,0,1,1,0,2,5,3,5,2,6,7,5,1,0,0,3,2,1,2,2,3,3,2,5,3,3,2,5,0
132,0,1,1,2,2,4,7,3,1,2,9,1,5,1,0,0,3,2,2,2,1,2,1,0,3,2,7,5,5,0
132,0,4,1,4,0,3,14,3,1,2,7,2,5,1,0,0,3,2,2,2,1,3,1,1,3,2,7,5,5,10
453,0,0,1,4,0,2,0,0,1,2,7,2,5,7,0,0,3,2,8,3,2,4,0,1,0,2,0,2,5,12
453,0,2,1,4,0,4,11,3,5,2,9,2,5,7,0,0,3,2,6,3,2,2,3,2,5,3,0,2,5,10
453,0,4,0,4,0,3,7,3,2,2,4,4,5,7,0,0,3,2,8,3,2,7,0,1,1,2,0,2,5,10
442,5,0,1,4,0,2,5,3,1,2,7,4,3,7,0,0,3,2,8,1,1,2,1,1,1,2,0,2,5,1
731,3,1,1,4,2,3,0,3,0,2,6,4,5,1,1,3,0,4,8,2,1,4,3,2,5,3,0,2,5,0
731,3,1,1,4,0,2,11,1,1,2,7,2,7,1,0,3,0,4,8,2,1,4,0,1,0,2,0,2,5,10
390,3,4,0,4,0,0,17,0,0,3,7,4,5,1,0,0,3,2,8,1,1,4,3,2,5,3,3,2,5,17
1053,6,1,1,4,0,0,0,3,5,2,7,2,5,1,0,0,3,2,8,3,1,8,2,0,0,2,0,2,5,12
1053,6,4,1,4,0,0,8,3,1,2,7,0,5,1,0,0,3,2,8,3,1,4,1,1,0,2,0,2,5,9
1053,6,1,1,2,0,1,9,3,5,1,6,4,5,1,0,0,3,2,8,3,1,4,3,2,5,3,7,5,5,5
700,2,1,1,2,2,3,5,0,0,2,7,2,5,7,0,0,0,2,2,1,1,4,0,0,0,2,0,2,5,9
369,0,0,1,1,0,1,5,4,6,3,14,7,5,3,0,0,3,2,8,2,1,2,0,1,1,2,0,2,5,1
369,0,0,1,4,0,3,5,1,5,2,7,2,5,3,0,0,3,2,8,2,1,2,0,1,1,2,1,2,5,15
403,6,0,1,2,0,1,10,3,3,3,7,7,3,7,0,0,3,2,8,2,1,2,1,1,3,2,7,5,5,5
403,6,1,1,4,1,5,5,3,5,3,6,4,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,3
438,2,1,1,4,0,0,5,3,5,2,6,1,5,1,0,3,3,4,1,2,4,2,3,2,5,3,3,2,5,10
438,2,1,1,4,2,2,6,3,3,2,2,7,5,1,0,3,3,4,8,2,4,2,0,1,0,2,3,2,5,12
438,2,0,1,4,0,0,5,3,6,2,6,0,5,1,0,3,3,4,8,2,4,2,2,1,0,2,1,2,1,15
438,2,0,1,4,0,3,12,3,3,2,6,7,5,1,0,3,3,4,8,2,4,2,0,0,0,2,0,2,5,5
762,3,4,0,4,0,0,0,3,5,2,6,2,5,1,0,0,0,2,8,2,1,2,3,2,5,3,0,2,5,1
762,3,2,1,4,0,0,5,3,5,2,6,1,5,1,0,0,0,2,8,2,1,2,2,0,0,2,1,2,5,1
351,5,0,1,4,0,1,8,3,1,2,9,4,5,1,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,1
351,5,3,1,2,0,0,11,3,3,2,9,7,5,1,0,0,3,2,2,2,1,7,0,1,0,2,0,2,5,1
36,3,4,0,4,0,0,14,3,2,3,9,4,5,1,0,3,0,4,8,2,1,2,3,2,5,3,0,2,5,9
36,3,1,1,1,0,3,0,3,2,3,6,0,5,1,3,3,0,4,8,2,1,4,3,2,5,3,3,2,5,10
352,2,1,1,4,0,3,9,3,5,2,9,2,3,3,0,0,3,2,8,2,1,13,0,1,0,2,0,2,5,15
352,2,0,1,1,0,3,0,0,5,2,7,2,5,3,0,0,3,2,8,2,1,1,2,1,1,2,0,2,1,10
545,0,4,1,4,0,3,0,0,4,2,7,2,5,1,0,3,3,3,8,1,1,2,2,0,4,2,0,2,1,3
94,3,1,1,4,0,0,0,3,6,3,7,2,9,0,0,3,3,4,8,2,1,2,3,2,5,3,3,2,5,10
94,3,1,1,4,0,2,5,3,5,2,12,0,5,0,0,3,3,4,8,2,1,2,0,1,1,2,1,2,5,10
934,1,4,1,2,2,1,0,3,5,2,12,0,5,1,0,0,3,2,8,2,1,2,2,0,0,1,7,5,5,10
934,1,0,1,4,0,1,0,3,1,2,12,4,5,1,0,0,3,2,6,2,1,9,3,2,5,3,3,2,5,1
248,5,0,1,4,0,2,9,3,5,2,9,1,5,7,0,0,3,2,8,3,1,0,0,1,0,2,0,2,5,10
248,5,4,1,4,0,2,15,3,5,2,7,4,5,7,0,0,3,2,8,3,1,0,3,2,5,3,0,2,5,12
248,5,2,1,4,0,1,0,3,5,2,6,2,5,7,0,0,3,2,8,3,1,0,0,1,0,2,0,2,5,0
490,4,1,1,2,0,3,9,3,2,2,7,2,5,5,0,0,3,2,2,2,1,0,2,0,2,2,0,2,5,9
490,4,0,1,1,0,2,14,3,3,2,12,4,5,5,0,0,3,2,8,2,1,4,0,1,0,2,3,2,5,3
157,4,4,0,4,0,3,14,3,2,2,7,0,5,5,0,0,3,2,8,1,1,0,3,2,5,3,0,2,5,0
270,2,4,1,6,0,1,0,3,1,2,4,2,5,1,0,0,3,2,8,2,1,9,3,2,5,3,0,2,5,11
270,2,0,1,4,0,1,5,3,1,2,7,2,5,1,3,0,3,2,2,2,1,0,0,1,3,2,7,5,5,10
326,1,0,1,2,0,1,0,3,5,2,6,2,5,1,0,0,3,2,8,2,1,0,3,2,5,3,3,2,5,10
326,1,1,1,4,0,0,9,3,5,2,7,2,5,1,0,0,3,2,8,2,1,0,0,0,1,2,0,2,5,17
883,5,0,1,2,0,2,0,3,5,2,7,2,5,7,0,0,3,2,8,2,1,0,3,2,5,3,0,2,5,10
883,5,4,0,1,0,1,0,1,3,2,5,4,5,7,0,0,3,2,8,2,1,0,0,0,1,2,0,2,5,6
105,0,0,1,4,0,0,5,3,5,2,7,7,5,1,2,0,3,2,2,1,1,4,2,0,1,2,2,2,6,9
352,2,1,1,1,0,0,0,3,3,2,9,2,5,7,0,0,3,2,8,2,3,2,0,1,0,2,1,2,5,11
352,2,1,1,2,0,5,6,3,3,3,6,2,5,7,0,0,3,2,8,2,3,2,3,2,5,3,0,2,5,0
352,2,1,1,4,2,2,17,3,5,3,6,0,5,7,5,0,3,2,8,2,3,4,0,1,3,2,3,2,5,0
352,2,4,1,4,0,0,0,4,1,3,3,1,9,7,3,0,3,2,8,2,3,2,3,2,5,3,0,2,5,7
903,4,1,1,4,0,1,0,3,5,3,4,2,5,1,0,0,3,2,8,2,3,2,3,2,5,3,7,5,5,10
903,4,0,1,4,0,2,0,3,1,2,7,4,5,1,5,0,3,2,1,2,3,2,0,1,3,2,0,2,5,1
903,4,0,1,7,4,6,11,3,6,3,6,4,5,1,0,0,3,2,8,2,3,2,0,1,1,2,0,2,5,1
797,0,1,1,7,4,6,17,3,5,2,6,7,5,1,2,0,0,2,8,2,1,2,1,0,4,2,3,2,5,9
797,0,4,1,4,0,1,0,3,5,3,9,2,5,1,0,0,0,2,2,2,1,7,0,1,3,2,3,2,5,2
